id,name,formatted_address,lat,lng,types,rating,user_rating_count,price_level
ChIJJ1Gax-dN0xQR-55eF1u5Bzo,Celal Atik Park,"Ahiler, Çağdaş Sk. No:90, 06130 Altındağ/Ankara, Türkiye",39.9590378,32.8781852,"[""park"", ""point_of_interest"", ""establishment""]",3.8,192.0,PRICE_LEVEL_MODERATE
ChIJl0TVz-BN0xQRq0pAwiaITTc,Örnek Parkı,"Örnek, Örnek Park İçi Yolu, 06090 Altındağ/Ankara, Türkiye",39.955055,32.878242,"[""park"", ""point_of_interest"", ""establishment""]",3.6,107.0,PRICE_LEVEL_MODERATE
ChIJIU32ktxN0xQRyODZs0KoAxM,Hasan Esat Işık Park,"Aydınlıkevler, Cephe Sk. No:10, 06130 Altındağ/Ankara, Türkiye",39.9605183,32.871688299999995,"[""park"", ""point_of_interest"", ""establishment""]",3.9,133.0,PRICE_LEVEL_MODERATE
ChIJRx4QC-9N0xQRsX8LBgT8_ns,Nasuh Akar Park,"Aydınlıkevler, Çevreli Cd. No:9, 06130 Altındağ/Ankara, Türkiye",39.9593351,32.8844407,"[""park"", ""point_of_interest"", ""establishment""]",4.0,165.0,PRICE_LEVEL_MODERATE
ChIJZw4fl8g30xQRBVtIAheRj_c,Emek Pazar Sitesi,"Batı Sitesi, Emek Pazar Sitesi Sk. Emek Pazar Sitesi 7-11 D:23/C, 06370 Yenimahalle/Ankara, Türkiye",39.9624528,32.6994301,"[""park"", ""point_of_interest"", ""establishment""]",3.9,194.0,PRICE_LEVEL_MODERATE
ChIJa1SuVQA30xQRoIqbRO_n93I,Batıkent Rekreasyon Alanı Süs Havuzu,"Ankara, Kentkoop, 06370 Yenimahalle/Ankara, Türkiye",39.9640861,32.7112788,"[""garden"", ""park"", ""point_of_interest"", ""establishment""]",4.5,123.0,PRICE_LEVEL_MODERATE
ChIJqXsqZ8xJ0xQRJLg-qwXZzHg,Vedat Dalokay Park,"Uğur Mumcu, 1609. Sk., 06370 Yenimahalle/Ankara, Türkiye",39.962396,32.7340312,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.3,1411.0,PRICE_LEVEL_MODERATE
ChIJcf5l0tZJ0xQR4qmFeO1FGKY,Ali Dinçer Parkı,"Kentkoop, 1853. Sk., 06370 Yenimahalle/Ankara, Türkiye",39.9695449,32.723565,"[""park"", ""point_of_interest"", ""establishment""]",4.5,567.0,PRICE_LEVEL_MODERATE
ChIJpSJz5M1J0xQRHcx2ocKweH4,Friendship Park,"Kentkoop, Harb-İş-5 Konut Sitesi 1-14, 06370 Yenimahalle/Ankara, Türkiye",39.9650671,32.7304624,"[""park"", ""point_of_interest"", ""establishment""]",4.0,213.0,PRICE_LEVEL_MODERATE
ChIJnZrFug5J0xQRFrVx9o4f9p4,joyport Entertainment Center,"Podium Mall Ankara, Mehmet Akif Ersoy, Bağdat Cd. 60B D:206 D:2. Kat, 06200 Yenimahalle/Ankara, Türkiye",39.961732,32.770548,"[""amusement_center"", ""bowling_alley"", ""playground"", ""movie_theater"", ""sports_complex"", ""sports_activity_location"", ""point_of_interest"", ""establishment""]",4.0,950.0,PRICE_LEVEL_MODERATE
ChIJzzVHQnpJ0xQRv4uSQZcOrNg,Demetevler Parkı,"Barış, Barış Cd., 06190 Yenimahalle/Ankara, Türkiye",39.9671351,32.7966098,"[""park"", ""point_of_interest"", ""establishment""]",4.0,767.0,PRICE_LEVEL_MODERATE
ChIJwyy5RaxO0xQR1dKL2PIg-ZM,Ragıp Tüzün Park,"Yeniçağ, Taşkın Sk. No:9, 06170 Yenimahalle/Ankara, Türkiye",39.9657084,32.8119718,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.3,1548.0,PRICE_LEVEL_MODERATE
ChIJz5BYgKJO0xQR5A84Y-mZ82M,Varlık Parkı,"Varlık, Yayın Sk. No:2, 06330 Yenimahalle/Ankara, Türkiye",39.958967,32.8308419,"[""park"", ""point_of_interest"", ""establishment""]",4.2,247.0,PRICE_LEVEL_MODERATE
ChIJYYQOCCRM0xQRjpU_ewFrUbA,Kanuni Parkı,"Aşağı Eğlence, Giresun Caddesi & Uludere Sokak, 06010 Keçiören/Ankara, Türkiye",39.9694572,32.836517,"[""park"", ""point_of_interest"", ""establishment""]",4.2,1813.0,PRICE_LEVEL_MODERATE
ChIJ7V4Q6yFM0xQRNgf1cT6q3p8,Selçuklu Parkı,"Aşağı Eğlence, Beste Sk. 1 D, 06010 Keçiören/Ankara, Türkiye",39.9691189,32.8322973,"[""park"", ""point_of_interest"", ""establishment""]",4.1,231.0,PRICE_LEVEL_MODERATE
ChIJJ1fLeKhO0xQRHHeUqztw8tE,Zeynepcik Parkı,"Yenimahalle, 06560 Yenimahalle/Ankara, Türkiye",39.9687707,32.8344879,"[""park"", ""point_of_interest"", ""establishment""]",4.3,159.0,PRICE_LEVEL_MODERATE
ChIJHbZrYyFM0xQRsiyd3SN6C7I,Yürüyüş Yolu Parkı,"Varlık, 06170 Yenimahalle/Ankara, Türkiye",39.9691229,32.8346412,"[""park"", ""point_of_interest"", ""establishment""]",4.4,305.0,PRICE_LEVEL_MODERATE
ChIJuRvc9ntN0xQRo_m17GJz5NM,Altınpark,"Aydınlıkevler, 06160 Altındağ/Ankara, Türkiye",39.965497,32.8792658,"[""garden"", ""park"", ""point_of_interest"", ""establishment""]",4.4,226.0,PRICE_LEVEL_MODERATE
ChIJvd9EzsFN0xQR1qeKIdXq1uo,Anfa Altinpark,"Aydınlıkevler, Şht. Ömer Halisdemir Blv No:142, 06160 Altındağ/Ankara, Türkiye",39.9675691,32.875382,"[""park"", ""general_contractor"", ""point_of_interest"", ""establishment""]",4.2,771.0,PRICE_LEVEL_MODERATE
ChIJFUE8KNhN0xQRcR0GIpJP-Co,Altınpark fuar alanı,"Aydınlıkevler, 06160 Altındağ/Ankara, Türkiye",39.9677948,32.8760893,"[""garden"", ""park"", ""point_of_interest"", ""establishment""]",4.2,310.0,PRICE_LEVEL_MODERATE
ChIJTRmLP5VN0xQRnD8js8ehsWw,Altın Koru,"Hasköy, Şht. Ömer Halisdemir Blv No:144, 06300 Altındağ/Ankara, Türkiye",39.9705588,32.8773273,"[""restaurant"", ""garden"", ""park"", ""food"", ""point_of_interest"", ""establishment""]",4.2,1095.0,PRICE_LEVEL_MODERATE
ChIJIzCuBOpN0xQR6TWzn_ukii0,Ankara Altınpark GoKart,"ana meydan, Aydınlıkevler, Şht. Ömer Halisdemir Blv no:146/20, 06160 Altındağ/Ankara, Türkiye",39.9649944,32.8763058,"[""park"", ""point_of_interest"", ""establishment""]",3.8,545.0,PRICE_LEVEL_MODERATE
ChIJ1Wzh8GVS0xQRkGHKEWRvf3s,Ulubey Parkı,"Ulubey, Şht. Gazeteci Hasan Tahsin Cd., 06360 Altındağ/Ankara, Türkiye",39.9672607,32.9146356,"[""park"", ""point_of_interest"", ""establishment""]",3.7,983.0,PRICE_LEVEL_MODERATE
ChIJHfVd0lBS0xQRVsjRmjQztkY,Muammer Aksoy Parkı,"Battalgazi, 981. Sk. No:34, 06360 Altındağ/Ankara, Türkiye",39.9650917,32.9347381,"[""park"", ""point_of_interest"", ""establishment""]",3.9,244.0,PRICE_LEVEL_MODERATE
ChIJc43j3VRS0xQRdZdh9Lns-yk,Türk Dünyası Vezir Tonyukuk Parkı,"Battalgazi, Bostancık Cd. 289 H, 06360 Altındağ/Ankara, Türkiye",39.9648031,32.942366199999995,"[""park"", ""point_of_interest"", ""establishment""]",3.9,712.0,PRICE_LEVEL_MODERATE
ChIJkzPWeqpT0xQRfNVBk6DYaa8,Rauf Raif Denktaş Parkı,"Ekin, Bostancık Cd., 06320 Mamak/Ankara, Türkiye",39.9649316,32.9473472,"[""park"", ""point_of_interest"", ""establishment""]",3.8,392.0,PRICE_LEVEL_MODERATE
ChIJTxIaGSo20xQRiNonkTQprto,Batikent Ceremony Park,"Kentkoop, Başkent Blv. No:213, 06370 Yenimahalle/Ankara, Türkiye",39.9693801,32.716519000000005,"[""park"", ""point_of_interest"", ""establishment""]",4.2,218.0,PRICE_LEVEL_MODERATE
ChIJi0XOvN5J0xQR8Ufyhu5DilU,Halil Tunç Parkı,"Kardelen, 1969. Sk. 6 A, 06370 Yenimahalle/Ankara, Türkiye",39.9780967,32.7230482,"[""park"", ""point_of_interest"", ""establishment""]",4.2,444.0,PRICE_LEVEL_MODERATE
ChIJuzvQYMNJ0xQRTp5Iv57dgww,Kütükçü Alibeyler Park,"İlkyerleşim, 1908. Sk. No:52, 06370 Yenimahalle/Ankara, Türkiye",39.9749452,32.7309979,"[""park"", ""point_of_interest"", ""establishment""]",4.4,136.0,PRICE_LEVEL_MODERATE
ChIJDSWLTv5L0xQRhxFonjQ1TGQ,Tepekule,"Ergenekon, 473. Sk. 191 A, 06170 Yenimahalle/Ankara, Türkiye",39.9756746,32.8051909,"[""park"", ""point_of_interest"", ""establishment""]",4.0,132.0,PRICE_LEVEL_MODERATE
ChIJnULAc1RJ0xQRFfkyGkPrKDk,Cengaver Park,"Esentepe, 06170 Yenimahalle/Ankara, Türkiye",39.9701163,32.8045096,"[""park"", ""point_of_interest"", ""establishment""]",3.8,105.0,PRICE_LEVEL_MODERATE
ChIJveUiUwRM0xQRuySKE4Qa_Ko,Göktürk Parkı,"Ayvalı, 159. Cd. 41 A, 06010 Keçiören/Ankara, Türkiye",39.9774255,32.8165001,"[""park"", ""point_of_interest"", ""establishment""]",4.2,199.0,PRICE_LEVEL_MODERATE
ChIJ0WuOjL5N0xQR256BjW5wnCo,Ihlamur Vadisi Ankara,"Kalaba, Atatürk Cd. No:21, 06120 Keçiören/Ankara, Türkiye",39.9745418,32.872897900000005,"[""park"", ""point_of_interest"", ""establishment""]",4.4,2854.0,PRICE_LEVEL_MODERATE
ChIJnbQtJo5N0xQRxpTWa-24sXw,Cemre Parkı,"Güneşevler, Şht. Pilot Fatih Korçam Cd, 06140 Altındağ/Ankara, Türkiye",39.9725346,32.8878176,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",3.9,1678.0,PRICE_LEVEL_MODERATE
ChIJSW89vWBS0xQR00dOIemrr5s,Mevlana Parkı,"Başpınar, 1200. Sk. No:6, 06360 Altındağ/Ankara, Türkiye",39.9705666,32.919956,"[""park"", ""point_of_interest"", ""establishment""]",4.1,306.0,PRICE_LEVEL_MODERATE
ChIJJd6-Fn1S0xQRoBQrPnD5Ecg,Doğantepe Hacı Bayram Veli Parkı,"Doğantepe, 1335/1. Sk. 2 B, 06360 Altındağ/Ankara, Türkiye",39.9765547,32.9083906,"[""park"", ""point_of_interest"", ""establishment""]",4.3,226.0,PRICE_LEVEL_MODERATE
ChIJ1zoNVfZS0xQR4V13vghtIko,Kudüs Parkı,"Başpınar, 1158. Sk., 06360 Altındağ/Ankara, Türkiye",39.9735462,32.9295394,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.0,216.0,PRICE_LEVEL_MODERATE
ChIJf7FX7wJT0xQRdoNzSm4_jnQ,Beşikkaya Koşuyolu Parkı,"Beşikkaya, 1890.Caddesi & 1909. Sokak, 06360 Altındağ/Ankara, Türkiye",39.9738391,32.945872,"[""park"", ""point_of_interest"", ""establishment""]",3.8,141.0,PRICE_LEVEL_MODERATE
ChIJm7x6_cg30xQRKT_nbSK1ORI,Vosvos Parkı,"Turgut Özal Mahallesi 2148. Sokak, Turgut Özal, 2152. Sk., 06370 Yenimahalle/Ankara, Türkiye",39.9873189,32.7137356,"[""park"", ""point_of_interest"", ""establishment""]",4.2,397.0,PRICE_LEVEL_MODERATE
ChIJSU9hx4NJ0xQR8N5JQV6QU7U,Huzur Parkı,"Serhat, 1307. Cad. No:10, 06374 Yenimahalle/Ankara, Türkiye",39.9831968,32.7596853,"[""park"", ""point_of_interest"", ""establishment""]",4.4,362.0,PRICE_LEVEL_MODERATE
ChIJDRFJg9ZL0xQR3WDvhcDye8Y,Barış Manço Parkı,"Serhat, Serhat Cd,, 06200 Yenimahalle/Ankara, Türkiye",39.9883605,32.7692271,"[""park"", ""point_of_interest"", ""establishment""]",4.3,205.0,PRICE_LEVEL_MODERATE
ChIJ6wXgCuJL0xQRvTNCokY1nNk,Gundogan Park,"Kayalar, Şht. Tuncay Özdere Cd., 06210 Yenimahalle/Ankara, Türkiye",39.978164,32.792843,"[""park"", ""point_of_interest"", ""establishment""]",3.9,176.0,PRICE_LEVEL_MODERATE
ChIJoXMeR-FL0xQRmIcovs5dUoQ,Kaletepe Playground,"Kaletepe, 891. Cd No:22, 06210 Yenimahalle/Ankara, Türkiye",39.9827138,32.7900362,"[""park"", ""point_of_interest"", ""establishment""]",4.0,105.0,PRICE_LEVEL_MODERATE
ChIJSwOtTONL0xQReSDx5gBPtwM,Kayalar Parkı,"Kayalar, 810. Sk. No:13, 06210 Yenimahalle/Ankara, Türkiye",39.9804181,32.7971566,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.3,1793.0,PRICE_LEVEL_MODERATE
ChIJR9qULfFL0xQRRTBdspY6cgI,Big Oven Bakery Coffee House,"Burç, Seval Cd. No:99 D:B, 06210 Yenimahalle/Ankara, Türkiye",39.9871622,32.8024878,"[""banquet_hall"", ""meal_delivery"", ""food_delivery"", ""amusement_center"", ""dessert_shop"", ""confectionery"", ""cafe"", ""event_venue"", ""playground"", ""restaurant"", ""point_of_interest"", ""bakery"", ""food_store"", ""store"", ""food"", ""establishment""]",3.6,362.0,PRICE_LEVEL_MODERATE
ChIJfyyQIPJL0xQRj0dRkgTa0Ks,Muslum Gurses Park,"Burç, Değirmendere Cd., 06210 Yenimahalle/Ankara, Türkiye",39.9898679,32.798599,"[""park"", ""point_of_interest"", ""establishment""]",3.7,482.0,PRICE_LEVEL_MODERATE
ChIJSUVUUwVM0xQRmCKXvSCpZSA,Süleymaniye Parkı,"Ayvalı, Süleymaniye Cd. No:33, 06010 Keçiören/Ankara, Türkiye",39.978677,32.8198339,"[""park"", ""point_of_interest"", ""establishment""]",4.2,646.0,PRICE_LEVEL_MODERATE
ChIJcweCqwxM0xQROxNIUB1QRdQ,Zarife Aliyeva Parkı,"Sancaktepe, 1586/1. Sk, 06220 Keçiören/Ankara, Türkiye",39.989677,32.8163132,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.3,378.0,PRICE_LEVEL_MODERATE
ChIJ8ZYqCWpM0xQRWxryMXO1MyQ,Esertepe Park,"Yayla, Ovacık, Şht. Mustafa Ercigez Cd No:35, 06220 Keçiören/Ankara, Türkiye",39.98844,32.8306686,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.1,2897.0,PRICE_LEVEL_MODERATE
ChIJEVXP-D5M0xQR0Pv0DovslFY,Kuyuyaz Park,"Etlik, Kuyuyazısı Cd. No:18, 06010 Keçiören/Ankara, Türkiye",39.980023,32.8335713,"[""park"", ""park_and_ride"", ""parking"", ""point_of_interest"", ""establishment""]",4.1,270.0,PRICE_LEVEL_MODERATE
ChIJlc0T0zhM0xQR0eKVZfFdI_c,Mix Cafe & Playstation,"Esertepe, Gen. Dr. Tevfik Sağlam Cd No:156 D:A, 06220 Keçiören/Ankara, Türkiye",39.9805491,32.8368867,"[""fast_food_restaurant"", ""coffee_shop"", ""playground"", ""bar"", ""cafe"", ""food_store"", ""store"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",4.0,112.0,PRICE_LEVEL_MODERATE
ChIJIyosnDhM0xQRCzQI-dHJJSw,Cengiz Aytmatov Parki,"Merkez, Keçiören Merkez, Keçiören, Ankara, İncirli, 06010 Keçiören/Ankara, Türkiye",39.9813111,32.8388717,"[""park"", ""point_of_interest"", ""establishment""]",4.4,120.0,PRICE_LEVEL_MODERATE
ChIJzwJ-UEpM0xQRR6x4wMBhI78,Floral Park,"Çiçekli, 06010 Keçiören/Ankara, Türkiye",39.9799038,32.8502111,"[""park"", ""point_of_interest"", ""establishment""]",4.0,187.0,PRICE_LEVEL_MODERATE
ChIJlWdQiE5M0xQRAAKAIjw7vJw,Tamer Kılıç Parkı,"İncirli, Tamer Kılıç Park İçi Yolu, 06010 Keçiören/Ankara, Türkiye",39.9860149,32.8470228,"[""park"", ""point_of_interest"", ""establishment""]",4.1,127.0,PRICE_LEVEL_MODERATE
ChIJX8bekPJS0xQRnKuZcxZ_7cM,Aliya İzzet Begoviç Parkı,"Doğantepe, 1048. Cd. No:59, 06360 Altındağ/Ankara, Türkiye",39.981874,32.923057,"[""park"", ""point_of_interest"", ""establishment""]",4.2,106.0,PRICE_LEVEL_MODERATE
ChIJdXiRr4tJ0xQROqx_yn8yETM,Recep Tayyip Erdogan Park,"İvedik OSB, Melih Gökçek Blv., 06374 Yenimahalle/Ankara, Türkiye",39.990628,32.7441389,"[""park"", ""point_of_interest"", ""establishment""]",3.5,138.0,PRICE_LEVEL_MODERATE
ChIJExQ4aO9L0xQRAT9XongjbtI,Barış Spor Alanı,"Barıştepe, 791. Sk. No:12, 06210 Yenimahalle/Ankara, Türkiye",39.9878429,32.793016699999995,"[""park"", ""point_of_interest"", ""establishment""]",4.1,103.0,PRICE_LEVEL_MODERATE
ChIJjRi2WnRM0xQRxWmdaHkDAa8,Ali Alkan Parkı,"Sancaktepe, 06220 Keçiören/Ankara, Türkiye",39.9930369,32.8119599,"[""park"", ""point_of_interest"", ""establishment""]",4.2,105.0,PRICE_LEVEL_MODERATE
ChIJj8n0EkJM0xQRgnrWxxhIjjA,Esertepe Vadisi Parkı,"Esertepe, 265. Sk., 06220 Keçiören/Ankara, Türkiye",39.9891993,32.8310588,"[""botanical_garden"", ""park"", ""point_of_interest"", ""establishment""]",4.2,1038.0,PRICE_LEVEL_MODERATE
ChIJ08hZHW9M0xQRDheWjGj33Rw,Ali Kandemir Park,"Yayla, Porsuk Sk. No:58, 06220 Keçiören/Ankara, Türkiye",39.9936621,32.8232139,"[""park"", ""point_of_interest"", ""establishment""]",3.7,164.0,PRICE_LEVEL_MODERATE
ChIJJdLZjGdM0xQRkBzWwbVEw2M,Highland Park Neighborhood,"Yayla, 1507. Sk. 15/A, 06220 Keçiören/Ankara, Türkiye",39.9948487,32.8306901,"[""park"", ""point_of_interest"", ""establishment""]",4.1,336.0,PRICE_LEVEL_MODERATE
ChIJ68UuLqpN0xQRM34oDTotiw0,Sütçü İmam Parkı,"19 Mayıs, Sanatoryum Cd. No:203, 06290 Keçiören/Ankara, Türkiye",39.9921153,32.858510599999995,"[""park"", ""point_of_interest"", ""establishment""]",4.0,172.0,PRICE_LEVEL_MODERATE
ChIJH4FY61VM0xQRgVSbeOFRQtY,Kuşcağız Parkı,"Kuşcağız, Gazeller Cd. 71/A, 06290 Keçiören/Ankara, Türkiye",39.9959912,32.8493668,"[""park"", ""point_of_interest"", ""establishment""]",4.0,188.0,PRICE_LEVEL_MODERATE
ChIJla1_BABN0xQRJnHqz3CG6-E,Hakan Kabil Parkı,"Kuşcağız, Sakız Ağacı Cd., 06290 Keçiören/Ankara, Türkiye",39.9959563,32.853919999999995,"[""park"", ""point_of_interest"", ""establishment""]",3.9,138.0,PRICE_LEVEL_MODERATE
ChIJ8Tj1xVFM0xQROAdCFju31X4,KEÇİÖREN MUNICIPAL PARK İSMAİL BAKLAN,"19 Mayıs, Özgürlük Cd. No:21, 06290 Keçiören/Ankara, Türkiye",39.9897958,32.8456207,"[""park"", ""point_of_interest"", ""establishment""]",3.9,103.0,PRICE_LEVEL_MODERATE
ChIJ8x9QNHtN0xQRUKpoDSc5WuE,Dede Korkut Parkı,"Yeşiltepe, 430. Sk. No:8, 06300 Keçiören/İstanbul, Türkiye",39.9927132,32.8913437,"[""park"", ""point_of_interest"", ""establishment""]",4.2,141.0,PRICE_LEVEL_MODERATE
ChIJE7Iq4mRN0xQRK6SXoCygdnI,Keçiören Belediyesi Şehit Jan. Er Ali Koç Parkı,"Yeşiltepe, 2001. Sk. No:32, 06300 Keçiören/Ankara, Türkiye",39.9945422,32.8901375,"[""park"", ""point_of_interest"", ""establishment""]",4.1,106.0,PRICE_LEVEL_MODERATE
ChIJ69q5p2FN0xQR9l5H_8Yxyww,North Star Park,"Yeşiltepe, Şht. Ömer Halisdemir Blv, 06300 Keçiören/Ankara, Türkiye",39.9979286,32.8953781,"[""park"", ""point_of_interest"", ""establishment""]",4.1,258.0,PRICE_LEVEL_MODERATE
